ine_muni,ine_muni.n,viviendas_turisticas,plazas_turisticas,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
39031,Hazas de Cesto,12,94,39,Cantabria,06,Cantabria,No
39032,Hermandad de Campoo de Suso,21,197,39,Cantabria,06,Cantabria,No
39033,Herrerías,19,101,39,Cantabria,06,Cantabria,No
39034,Lamasón,1,7,39,Cantabria,06,Cantabria,No
39035,Laredo,163,783,39,Cantabria,06,Cantabria,No
39036,Liendo,20,168,39,Cantabria,06,Cantabria,No
39037,Liérganes,24,154,39,Cantabria,06,Cantabria,No
39038,Limpias,24,120,39,Cantabria,06,Cantabria,No
39039,Luena,6,28,39,Cantabria,06,Cantabria,No
39040,Marina de Cudeyo,43,240,39,Cantabria,06,Cantabria,No
39041,Mazcuerras,27,140,39,Cantabria,06,Cantabria,No
39042,Medio Cudeyo,30,146,39,Cantabria,06,Cantabria,No
39043,Meruelo,77,409,39,Cantabria,06,Cantabria,No
39044,Miengo,128,637,39,Cantabria,06,Cantabria,No
39045,Miera,6,40,39,Cantabria,06,Cantabria,No
39046,Molledo,12,98,39,Cantabria,06,Cantabria,No
39047,Noja,191,917,39,Cantabria,06,Cantabria,No
39048,Penagos,17,105,39,Cantabria,06,Cantabria,No
39049,Peñarrubia,10,70,39,Cantabria,06,Cantabria,No
39050,Pesaguero,9,56,39,Cantabria,06,Cantabria,No
39051,Pesquera,0,0,39,Cantabria,06,Cantabria,No
39052,Piélagos,168,933,39,Cantabria,06,Cantabria,No
39053,Polaciones,9,39,39,Cantabria,06,Cantabria,No
39054,Polanco,17,93,39,Cantabria,06,Cantabria,No
39055,Potes,61,240,39,Cantabria,06,Cantabria,No
39056,Puente Viesgo,10,45,39,Cantabria,06,Cantabria,No
39057,Ramales de la Victoria,38,178,39,Cantabria,06,Cantabria,No
39058,Rasines,10,70,39,Cantabria,06,Cantabria,No
39059,Reinosa,9,40,39,Cantabria,06,Cantabria,No
39060,Reocín,29,181,39,Cantabria,06,Cantabria,No
39061,Ribamontán al Mar,182,1015,39,Cantabria,06,Cantabria,No
39062,Ribamontán al Monte,23,162,39,Cantabria,06,Cantabria,No
39063,Rionansa,8,47,39,Cantabria,06,Cantabria,No
39064,Riotuerto,22,171,39,Cantabria,06,Cantabria,No
39065,"Rozas de Valdearroyo, Las",2,22,39,Cantabria,06,Cantabria,No
39066,Ruente,26,121,39,Cantabria,06,Cantabria,No
39067,Ruesga,10,47,39,Cantabria,06,Cantabria,No
39068,Ruiloba,46,286,39,Cantabria,06,Cantabria,No
39069,San Felices de Buelna,1,6,39,Cantabria,06,Cantabria,No
39070,San Miguel de Aguayo,0,0,39,Cantabria,06,Cantabria,No
39071,San Pedro del Romeral,1,10,39,Cantabria,06,Cantabria,No
39072,San Roque de Riomiera,19,126,39,Cantabria,06,Cantabria,No
39073,Santa Cruz de Bezana,78,327,39,Cantabria,06,Cantabria,No
39074,Santa María de Cayón,28,139,39,Cantabria,06,Cantabria,No
39076,Santillana del Mar,151,638,39,Cantabria,06,Cantabria,No
39077,Santiurde de Reinosa,1,8,39,Cantabria,06,Cantabria,No
39078,Santiurde de Toranzo,10,78,39,Cantabria,06,Cantabria,No
39079,Santoña,81,417,39,Cantabria,06,Cantabria,No
39080,San Vicente de la Barquera,172,877,39,Cantabria,06,Cantabria,No
39081,Saro,7,27,39,Cantabria,06,Cantabria,No
39082,Selaya,14,99,39,Cantabria,06,Cantabria,No
39083,Soba,26,154,39,Cantabria,06,Cantabria,No
39085,Suances,193,1007,39,Cantabria,06,Cantabria,No
39087,Torrelavega,70,276,39,Cantabria,06,Cantabria,No
39088,Tresviso,2,4,39,Cantabria,06,Cantabria,No
39090,Udías,15,77,39,Cantabria,06,Cantabria,No
39092,Valdeolea,4,24,39,Cantabria,06,Cantabria,No
39094,Valderredible,26,123,39,Cantabria,06,Cantabria,No
39096,Vega de Liébana,33,122,39,Cantabria,06,Cantabria,No
39097,Vega de Pas,8,42,39,Cantabria,06,Cantabria,No
39099,Villaescusa,9,64,39,Cantabria,06,Cantabria,No
39101,Valle de Villaverde,0,0,39,Cantabria,06,Cantabria,No
39021,Cieza,3,17,39,Cantabria,06,Cantabria,No
05019,Ávila,129,646,05,Ávila,07,Castilla y León,Sí
05070,Donvidas,0,0,05,Ávila,07,Castilla y León,No
05072,Espinosa de los Caballeros,0,0,05,Ávila,07,Castilla y León,No
05076,"Fresno, El",1,8,05,Ávila,07,Castilla y León,No
05078,Fuentes de Año,0,0,05,Ávila,07,Castilla y León,No
05079,Gallegos de Altamiros,0,0,05,Ávila,07,Castilla y León,No
05082,Gavilanes,1,7,05,Ávila,07,Castilla y León,No
05084,Gilbuena,1,8,05,Ávila,07,Castilla y León,No
05086,Gimialcón,0,0,05,Ávila,07,Castilla y León,No
05088,Grandes y San Martín,0,0,05,Ávila,07,Castilla y León,No
05092,Hernansancho,1,4,05,Ávila,07,Castilla y León,No
05093,Herradón de Pinares,2,12,05,Ávila,07,Castilla y León,No
05096,"Hija de Dios, La",0,0,05,Ávila,07,Castilla y León,No
05099,Horcajo de las Torres,1,14,05,Ávila,07,Castilla y León,No
05102,"Hoyo de Pinares, El",2,12,05,Ávila,07,Castilla y León,No
