ine_muni,ine_muni.n,viviendas_turisticas,plazas_turisticas,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
46032,Almàssera,5,32,46,Valencia/València,10,Comunitat Valenciana,No
46033,Almiserà,3,23,46,Valencia/València,10,Comunitat Valenciana,No
46035,Almussafes,3,7,46,Valencia/València,10,Comunitat Valenciana,No
46038,Andilla,5,23,46,Valencia/València,10,Comunitat Valenciana,No
46039,Anna,15,72,46,Valencia/València,10,Comunitat Valenciana,No
46040,Antella,3,21,46,Valencia/València,10,Comunitat Valenciana,No
46041,Aras de los Olmos,2,14,46,Valencia/València,10,Comunitat Valenciana,No
46042,Aielo de Malferit,3,15,46,Valencia/València,10,Comunitat Valenciana,No
46044,Ayora,5,38,46,Valencia/València,10,Comunitat Valenciana,No
46045,Barxeta,15,91,46,Valencia/València,10,Comunitat Valenciana,No
46046,Barx,43,275,46,Valencia/València,10,Comunitat Valenciana,No
46048,Bellreguard,46,248,46,Valencia/València,10,Comunitat Valenciana,No
46050,Benagéber,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46052,Benavites,1,4,46,Valencia/València,10,Comunitat Valenciana,No
46054,Benetússer,12,51,46,Valencia/València,10,Comunitat Valenciana,No
46056,Beniatjar,1,6,46,Valencia/València,10,Comunitat Valenciana,No
46059,Benifairó de la Valldigna,2,14,46,Valencia/València,10,Comunitat Valenciana,No
46060,Benifaió,4,31,46,Valencia/València,10,Comunitat Valenciana,No
46062,Benigànim,11,49,46,Valencia/València,10,Comunitat Valenciana,No
46064,Benimuslem,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46066,Benirredrà,3,14,46,Valencia/València,10,Comunitat Valenciana,No
46067,Benissanó,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46071,Bicorp,5,53,46,Valencia/València,10,Comunitat Valenciana,No
46073,Bolbaite,4,27,46,Valencia/València,10,Comunitat Valenciana,No
46075,Bufali,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46076,Bugarra,2,10,46,Valencia/València,10,Comunitat Valenciana,No
46077,Buñol,8,35,46,Valencia/València,10,Comunitat Valenciana,No
46081,Canals,2,19,46,Valencia/València,10,Comunitat Valenciana,No
46083,Carcaixent,11,40,46,Valencia/València,10,Comunitat Valenciana,No
46084,Càrcer,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46085,Carlet,2,5,46,Valencia/València,10,Comunitat Valenciana,No
46088,Casas Bajas,2,11,46,Valencia/València,10,Comunitat Valenciana,No
46091,Castellonet de la Conquesta,2,18,46,Valencia/València,10,Comunitat Valenciana,No
46093,Catadau,5,28,46,Valencia/València,10,Comunitat Valenciana,No
46094,Catarroja,14,39,46,Valencia/València,10,Comunitat Valenciana,No
46096,Cerdà,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46098,Corbera,6,49,46,Valencia/València,10,Comunitat Valenciana,No
46100,Cotes,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46102,Quart de Poblet,8,21,46,Valencia/València,10,Comunitat Valenciana,No
46103,Quartell,3,12,46,Valencia/València,10,Comunitat Valenciana,No
46104,Quatretonda,1,4,46,Valencia/València,10,Comunitat Valenciana,No
46106,Chelva,7,41,46,Valencia/València,10,Comunitat Valenciana,No
46108,Chera,4,36,46,Valencia/València,10,Comunitat Valenciana,No
46110,Xirivella,20,78,46,Valencia/València,10,Comunitat Valenciana,No
46112,Chulilla,57,353,46,Valencia/València,10,Comunitat Valenciana,No
46114,Domeño,1,9,46,Valencia/València,10,Comunitat Valenciana,No
46116,"Eliana, l'",38,229,46,Valencia/València,10,Comunitat Valenciana,No
46118,Enguera,18,122,46,Valencia/València,10,Comunitat Valenciana,No
46120,Estivella,7,39,46,Valencia/València,10,Comunitat Valenciana,No
46121,Estubeny,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46123,Favara,1,30,46,Valencia/València,10,Comunitat Valenciana,No
46125,Fortaleny,1,8,46,Valencia/València,10,Comunitat Valenciana,No
46126,Foios,2,9,46,Valencia/València,10,Comunitat Valenciana,No
46127,"Font d'En Carròs, la",32,193,46,Valencia/València,10,Comunitat Valenciana,No
46128,"Font de la Figuera, la",0,0,46,Valencia/València,10,Comunitat Valenciana,No
46129,Fuenterrobles,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46130,Gavarda,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46131,Gandia,1102,6172,46,Valencia/València,10,Comunitat Valenciana,No
46132,"Genovés, el",2,23,46,Valencia/València,10,Comunitat Valenciana,No
46133,Gestalgar,6,24,46,Valencia/València,10,Comunitat Valenciana,No
46134,Gilet,12,85,46,Valencia/València,10,Comunitat Valenciana,No
46135,Godella,38,158,46,Valencia/València,10,Comunitat Valenciana,No
46136,Godelleta,33,202,46,Valencia/València,10,Comunitat Valenciana,No
46137,"Granja de la Costera, la",1,7,46,Valencia/València,10,Comunitat Valenciana,No
46138,Guadasséquies,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46139,Guadassuar,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46140,Guardamar de la Safor,15,76,46,Valencia/València,10,Comunitat Valenciana,No
46141,Higueruelas,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46142,Jalance,1,2,46,Valencia/València,10,Comunitat Valenciana,No
46143,Xeraco,211,1065,46,Valencia/València,10,Comunitat Valenciana,No
46144,Jarafuel,2,8,46,Valencia/València,10,Comunitat Valenciana,No
46145,Xàtiva,63,290,46,Valencia/València,10,Comunitat Valenciana,No
46146,Xeresa,9,51,46,Valencia/València,10,Comunitat Valenciana,No
46147,Llíria,38,232,46,Valencia/València,10,Comunitat Valenciana,No
46148,Loriguilla,5,22,46,Valencia/València,10,Comunitat Valenciana,No
46149,Losa del Obispo,5,22,46,Valencia/València,10,Comunitat Valenciana,No
46150,Llutxent,5,39,46,Valencia/València,10,Comunitat Valenciana,No
46151,Llocnou d'En Fenollet,1,7,46,Valencia/València,10,Comunitat Valenciana,No
46152,Llocnou de la Corona,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46153,Llocnou de Sant Jeroni,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46154,Llanera de Ranes,1,2,46,Valencia/València,10,Comunitat Valenciana,No
46155,Llaurí,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46156,Llombai,1,11,46,Valencia/València,10,Comunitat Valenciana,No
46157,"Llosa de Ranes, la",0,0,46,Valencia/València,10,Comunitat Valenciana,No
46158,Macastre,9,81,46,Valencia/València,10,Comunitat Valenciana,No
46159,Manises,19,60,46,Valencia/València,10,Comunitat Valenciana,No
46160,Manuel,1,1,46,Valencia/València,10,Comunitat Valenciana,No
46161,Marines,7,34,46,Valencia/València,10,Comunitat Valenciana,No
46162,Massalavés,1,3,46,Valencia/València,10,Comunitat Valenciana,No
46163,Massalfassar,5,21,46,Valencia/València,10,Comunitat Valenciana,No
46164,Massamagrell,24,103,46,Valencia/València,10,Comunitat Valenciana,No
46165,Massanassa,2,8,46,Valencia/València,10,Comunitat Valenciana,No
46166,Meliana,13,49,46,Valencia/València,10,Comunitat Valenciana,No
46167,Millares,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46168,Miramar,68,387,46,Valencia/València,10,Comunitat Valenciana,No
46169,Mislata,56,186,46,Valencia/València,10,Comunitat Valenciana,No
46170,Mogente/Moixent,7,48,46,Valencia/València,10,Comunitat Valenciana,No
46171,Moncada,13,32,46,Valencia/València,10,Comunitat Valenciana,No
46172,Montserrat,30,155,46,Valencia/València,10,Comunitat Valenciana,No
46173,Montaverner,1,2,46,Valencia/València,10,Comunitat Valenciana,No
46174,Montesa,5,24,46,Valencia/València,10,Comunitat Valenciana,No
46175,Montitxelvo/Montichelvo,2,18,46,Valencia/València,10,Comunitat Valenciana,No
46176,Montroi/Montroy,14,84,46,Valencia/València,10,Comunitat Valenciana,No
46177,Museros,2,10,46,Valencia/València,10,Comunitat Valenciana,No
46178,Nàquera/Náquera,43,256,46,Valencia/València,10,Comunitat Valenciana,No
46179,Navarrés,12,83,46,Valencia/València,10,Comunitat Valenciana,No
46180,Novelé/Novetlè,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46181,Oliva,811,4391,46,Valencia/València,10,Comunitat Valenciana,No
46182,Olocau,19,197,46,Valencia/València,10,Comunitat Valenciana,No
46183,"Olleria, l'",2,8,46,Valencia/València,10,Comunitat Valenciana,No
46184,Ontinyent,27,144,46,Valencia/València,10,Comunitat Valenciana,No
46185,Otos,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46186,Paiporta,14,53,46,Valencia/València,10,Comunitat Valenciana,No
46187,Palma de Gandía,17,129,46,Valencia/València,10,Comunitat Valenciana,No
46188,Palmera,1,5,46,Valencia/València,10,Comunitat Valenciana,No
46189,"Palomar, el",1,4,46,Valencia/València,10,Comunitat Valenciana,No
46190,Paterna,78,304,46,Valencia/València,10,Comunitat Valenciana,No
46191,Pedralba,7,35,46,Valencia/València,10,Comunitat Valenciana,No
46192,Petrés,2,12,46,Valencia/València,10,Comunitat Valenciana,No
46193,Picanya,6,17,46,Valencia/València,10,Comunitat Valenciana,No
46195,Piles,89,466,46,Valencia/València,10,Comunitat Valenciana,No
46196,Pinet,2,14,46,Valencia/València,10,Comunitat Valenciana,No
46198,Potries,3,9,46,Valencia/València,10,Comunitat Valenciana,No
46200,"Pobla del Duc, la",0,0,46,Valencia/València,10,Comunitat Valenciana,No
46202,"Pobla de Vallbona, la",32,185,46,Valencia/València,10,Comunitat Valenciana,No
46203,"Pobla Llarga, la",3,18,46,Valencia/València,10,Comunitat Valenciana,No
46205,Puçol,49,234,46,Valencia/València,10,Comunitat Valenciana,No
46208,Rafelcofer,2,14,46,Valencia/València,10,Comunitat Valenciana,No
46209,Rafelguaraf,2,10,46,Valencia/València,10,Comunitat Valenciana,No
46211,"Real de Gandia, el",16,134,46,Valencia/València,10,Comunitat Valenciana,No
46213,Requena,27,164,46,Valencia/València,10,Comunitat Valenciana,No
46214,Riba-roja de Túria,39,253,46,Valencia/València,10,Comunitat Valenciana,No
46216,Rocafort,12,43,46,Valencia/València,10,Comunitat Valenciana,No
46218,Rótova,4,31,46,Valencia/València,10,Comunitat Valenciana,No
46219,Rugat,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46221,Salem,3,26,46,Valencia/València,10,Comunitat Valenciana,No
46223,Sedaví,10,31,46,Valencia/València,10,Comunitat Valenciana,No
46224,Segart,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46225,Sellent,1,4,46,Valencia/València,10,Comunitat Valenciana,No
46226,Sempere,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46228,Serra,15,129,46,Valencia/València,10,Comunitat Valenciana,No
46230,Silla,5,18,46,Valencia/València,10,Comunitat Valenciana,No
46232,Sinarcas,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46233,Sollana,2,6,46,Valencia/València,10,Comunitat Valenciana,No
46234,Sot de Chera,3,14,46,Valencia/València,10,Comunitat Valenciana,No
46235,Sueca,138,814,46,Valencia/València,10,Comunitat Valenciana,No
46238,Tavernes de la Valldigna,115,606,46,Valencia/València,10,Comunitat Valenciana,No
46240,Terrateig,2,18,46,Valencia/València,10,Comunitat Valenciana,No
46241,Titaguas,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46242,Torrebaja,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46246,Tous,1,6,46,Valencia/València,10,Comunitat Valenciana,No
46247,Tuéjar,3,14,46,Valencia/València,10,Comunitat Valenciana,No
46248,Turís,33,209,46,Valencia/València,10,Comunitat Valenciana,No
46252,Vallanca,1,5,46,Valencia/València,10,Comunitat Valenciana,No
46255,Vilallonga/Villalonga,16,101,46,Valencia/València,10,Comunitat Valenciana,No
46256,Vilamarxant,36,197,46,Valencia/València,10,Comunitat Valenciana,No
46258,Villar del Arzobispo,1,6,46,Valencia/València,10,Comunitat Valenciana,No
46260,Vinalesa,1,5,46,Valencia/València,10,Comunitat Valenciana,No
46261,Yátova,3,16,46,Valencia/València,10,Comunitat Valenciana,No
46262,"Yesa, La",4,21,46,Valencia/València,10,Comunitat Valenciana,No
46263,Zarra,7,52,46,Valencia/València,10,Comunitat Valenciana,No
46069,Benissuera,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46079,Calles,4,25,46,Valencia/València,10,Comunitat Valenciana,No
46086,Carrícola,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46097,Cofrentes,0,0,46,Valencia/València,10,Comunitat Valenciana,No
46902,Gátova,4,11,46,Valencia/València,10,Comunitat Valenciana,No
46903,San Antonio de Benagéber,10,55,46,Valencia/València,10,Comunitat Valenciana,No
46904,Benicull de Xúquer,3,16,46,Valencia/València,10,Comunitat Valenciana,No
46244,Torrent,71,316,46,Valencia/València,10,Comunitat Valenciana,No
06015,Badajoz,58,193,06,Badajoz,11,Extremadura,Sí
06162,"Zarza, La",3,28,06,Badajoz,11,Extremadura,No
06118,Sancti-Spíritus,0,0,06,Badajoz,11,Extremadura,No
06010,Almendral,3,24,06,Badajoz,11,Extremadura,No
06012,Arroyo de San Serván,0,0,06,Badajoz,11,Extremadura,No
06016,Barcarrota,0,0,06,Badajoz,11,Extremadura,No
06018,Benquerencia de la Serena,0,0,06,Badajoz,11,Extremadura,No
06021,Bodonal de la Sierra,0,0,06,Badajoz,11,Extremadura,No
06023,Cabeza del Buey,0,0,06,Badajoz,11,Extremadura,No
06026,Calera de León,1,6,06,Badajoz,11,Extremadura,No
06027,Calzadilla de los Barros,0,0,06,Badajoz,11,Extremadura,No
06032,"Carrascalejo, El",1,8,06,Badajoz,11,Extremadura,No
06034,Casas de Reina,0,0,06,Badajoz,11,Extremadura,No
06036,Castuera,3,48,06,Badajoz,11,Extremadura,No
06038,Cordobilla de Lácara,0,0,06,Badajoz,11,Extremadura,No
06040,Corte de Peleas,0,0,06,Badajoz,11,Extremadura,No
06044,Don Benito,1,4,06,Badajoz,11,Extremadura,No
06046,Esparragalejo,1,6,06,Badajoz,11,Extremadura,No
06047,Esparragosa de la Serena,0,0,06,Badajoz,11,Extremadura,No
06050,Fregenal de la Sierra,7,35,06,Badajoz,11,Extremadura,No
06052,Fuente de Cantos,1,6,06,Badajoz,11,Extremadura,No
06054,Fuente del Maestre,0,0,06,Badajoz,11,Extremadura,No
06120,Santa Amalia,1,10,06,Badajoz,11,Extremadura,No
06122,"Santos de Maimona, Los",0,0,06,Badajoz,11,Extremadura,No
06125,Siruela,1,9,06,Badajoz,11,Extremadura,No
06126,Solana de los Barros,0,0,06,Badajoz,11,Extremadura,No
06129,Táliga,0,0,06,Badajoz,11,Extremadura,No
06131,Torre de Miguel Sesmero,0,0,06,Badajoz,11,Extremadura,No
06134,Trasierra,0,0,06,Badajoz,11,Extremadura,No
06136,Usagre,0,0,06,Badajoz,11,Extremadura,No
06138,Valdetorres,0,0,06,Badajoz,11,Extremadura,No
06139,Valencia de las Torres,0,0,06,Badajoz,11,Extremadura,No
06141,Valencia del Ventoso,1,12,06,Badajoz,11,Extremadura,No
06143,Valverde de Leganés,1,16,06,Badajoz,11,Extremadura,No
06146,Valle de la Serena,1,8,06,Badajoz,11,Extremadura,No
06148,Valle de Santa Ana,0,0,06,Badajoz,11,Extremadura,No
06149,Villafranca de los Barros,5,24,06,Badajoz,11,Extremadura,No
06152,Villalba de los Barros,0,0,06,Badajoz,11,Extremadura,No
06154,Villanueva del Fresno,5,23,06,Badajoz,11,Extremadura,No
06157,Villarta de los Montes,0,0,06,Badajoz,11,Extremadura,No
06160,Zalamea de la Serena,1,10,06,Badajoz,11,Extremadura,No
06003,Ahillones,0,0,06,Badajoz,11,Extremadura,No
06005,"Albuera, La",0,0,06,Badajoz,11,Extremadura,No
06007,Alconchel,0,0,06,Badajoz,11,Extremadura,No
06058,"Garrovilla, La",0,0,06,Badajoz,11,Extremadura,No
06060,Guareña,0,0,06,Badajoz,11,Extremadura,No
06061,"Haba, La",0,0,06,Badajoz,11,Extremadura,No
06062,Helechosa de los Montes,0,0,06,Badajoz,11,Extremadura,No
06063,Herrera del Duque,4,23,06,Badajoz,11,Extremadura,No
06064,Higuera de la Serena,0,0,06,Badajoz,11,Extremadura,No
06065,Higuera de Llerena,0,0,06,Badajoz,11,Extremadura,No
06066,Higuera de Vargas,0,0,06,Badajoz,11,Extremadura,No
06067,Higuera la Real,0,0,06,Badajoz,11,Extremadura,No
06068,Hinojosa del Valle,0,0,06,Badajoz,11,Extremadura,No
06069,Hornachos,3,21,06,Badajoz,11,Extremadura,No
06071,"Lapa, La",0,0,06,Badajoz,11,Extremadura,No
06072,Lobón,1,10,06,Badajoz,11,Extremadura,No
06073,Llera,0,0,06,Badajoz,11,Extremadura,No
06074,Llerena,2,4,06,Badajoz,11,Extremadura,No
06075,Magacela,4,23,06,Badajoz,11,Extremadura,No
06076,Maguilla,0,0,06,Badajoz,11,Extremadura,No
06077,Malcocinado,3,22,06,Badajoz,11,Extremadura,No
06078,Malpartida de la Serena,0,0,06,Badajoz,11,Extremadura,No
06079,Manchita,0,0,06,Badajoz,11,Extremadura,No
06080,Medellín,5,11,06,Badajoz,11,Extremadura,No
06081,Medina de las Torres,0,0,06,Badajoz,11,Extremadura,No
06082,Mengabril,0,0,06,Badajoz,11,Extremadura,No
06083,Mérida,173,789,06,Badajoz,11,Extremadura,No
06084,Mirandilla,1,2,06,Badajoz,11,Extremadura,No
06085,Monesterio,2,21,06,Badajoz,11,Extremadura,No
06086,Montemolín,1,7,06,Badajoz,11,Extremadura,No
06087,Monterrubio de la Serena,0,0,06,Badajoz,11,Extremadura,No
06088,Montijo,2,4,06,Badajoz,11,Extremadura,No
06089,"Morera, La",0,0,06,Badajoz,11,Extremadura,No
06090,"Nava de Santiago, La",1,4,06,Badajoz,11,Extremadura,No
06091,Navalvillar de Pela,1,4,06,Badajoz,11,Extremadura,No
06092,Nogales,1,6,06,Badajoz,11,Extremadura,No
06093,Oliva de la Frontera,0,0,06,Badajoz,11,Extremadura,No
06094,Oliva de Mérida,0,0,06,Badajoz,11,Extremadura,No
06095,Olivenza,5,27,06,Badajoz,11,Extremadura,No
06096,Orellana de la Sierra,1,6,06,Badajoz,11,Extremadura,No
06097,Orellana la Vieja,4,41,06,Badajoz,11,Extremadura,No
06098,Palomas,0,0,06,Badajoz,11,Extremadura,No
06099,"Parra, La",0,0,06,Badajoz,11,Extremadura,No
06100,Peñalsordo,0,0,06,Badajoz,11,Extremadura,No
06101,Peraleda del Zaucejo,0,0,06,Badajoz,11,Extremadura,No
06102,Puebla de Alcocer,5,27,06,Badajoz,11,Extremadura,No
06103,Puebla de la Calzada,1,10,06,Badajoz,11,Extremadura,No
06104,Puebla de la Reina,1,3,06,Badajoz,11,Extremadura,No
06105,Puebla del Maestre,0,0,06,Badajoz,11,Extremadura,No
06106,Puebla del Prior,0,0,06,Badajoz,11,Extremadura,No
06107,Puebla de Obando,0,0,06,Badajoz,11,Extremadura,No
06108,Puebla de Sancho Pérez,0,0,06,Badajoz,11,Extremadura,No
06109,Quintana de la Serena,1,12,06,Badajoz,11,Extremadura,No
06110,Reina,0,0,06,Badajoz,11,Extremadura,No
06111,Rena,0,0,06,Badajoz,11,Extremadura,No
06112,Retamal de Llerena,0,0,06,Badajoz,11,Extremadura,No
06113,Ribera del Fresno,0,0,06,Badajoz,11,Extremadura,No
06114,Risco,0,0,06,Badajoz,11,Extremadura,No
06115,"Roca de la Sierra, La",0,0,06,Badajoz,11,Extremadura,No
06116,Salvaleón,0,0,06,Badajoz,11,Extremadura,No
06117,Salvatierra de los Barros,2,16,06,Badajoz,11,Extremadura,No
06119,San Pedro de Mérida,0,0,06,Badajoz,11,Extremadura,No
06121,Santa Marta,1,10,06,Badajoz,11,Extremadura,No
06123,San Vicente de Alcántara,2,13,06,Badajoz,11,Extremadura,No
06124,Segura de León,0,0,06,Badajoz,11,Extremadura,No
06127,Talarrubias,0,0,06,Badajoz,11,Extremadura,No
06128,Talavera la Real,0,0,06,Badajoz,11,Extremadura,No
06130,Tamurejo,0,0,06,Badajoz,11,Extremadura,No
06132,Torremayor,0,0,06,Badajoz,11,Extremadura,No
06133,Torremejía,0,0,06,Badajoz,11,Extremadura,No
06135,Trujillanos,0,0,06,Badajoz,11,Extremadura,No
06137,Valdecaballeros,3,46,06,Badajoz,11,Extremadura,No
06140,Valencia del Mombuey,0,0,06,Badajoz,11,Extremadura,No
06142,Valverde de Burguillos,0,0,06,Badajoz,11,Extremadura,No
06144,Valverde de Llerena,0,0,06,Badajoz,11,Extremadura,No
06145,Valverde de Mérida,1,4,06,Badajoz,11,Extremadura,No
06147,Valle de Matamoros,0,0,06,Badajoz,11,Extremadura,No
06150,Villagarcía de la Torre,0,0,06,Badajoz,11,Extremadura,No
06151,Villagonzalo,0,0,06,Badajoz,11,Extremadura,No
06153,Villanueva de la Serena,2,8,06,Badajoz,11,Extremadura,No
06155,Villar del Rey,0,0,06,Badajoz,11,Extremadura,No
06156,Villar de Rena,0,0,06,Badajoz,11,Extremadura,No
06158,Zafra,10,56,06,Badajoz,11,Extremadura,No
06159,Zahínos,0,0,06,Badajoz,11,Extremadura,No
06161,Zarza-Capilla,0,0,06,Badajoz,11,Extremadura,No
06901,Valdelacalzada,0,0,06,Badajoz,11,Extremadura,No
06001,Acedera,1,12,06,Badajoz,11,Extremadura,No
06002,Aceuchal,1,2,06,Badajoz,11,Extremadura,No
06004,Alange,3,17,06,Badajoz,11,Extremadura,No
06006,Alburquerque,7,48,06,Badajoz,11,Extremadura,No
06008,Alconera,0,0,06,Badajoz,11,Extremadura,No
06009,Aljucén,0,0,06,Badajoz,11,Extremadura,No
06011,Almendralejo,4,11,06,Badajoz,11,Extremadura,No
06013,Atalaya,0,0,06,Badajoz,11,Extremadura,No
06014,Azuaga,3,28,06,Badajoz,11,Extremadura,No
06017,Baterno,0,0,06,Badajoz,11,Extremadura,No
06019,Berlanga,0,0,06,Badajoz,11,Extremadura,No
06020,Bienvenida,0,0,06,Badajoz,11,Extremadura,No
06022,Burguillos del Cerro,1,2,06,Badajoz,11,Extremadura,No
06024,Cabeza la Vaca,3,8,06,Badajoz,11,Extremadura,No
06025,Calamonte,4,28,06,Badajoz,11,Extremadura,No
06028,Campanario,1,12,06,Badajoz,11,Extremadura,No
06029,Campillo de Llerena,0,0,06,Badajoz,11,Extremadura,No
06030,Capilla,0,0,06,Badajoz,11,Extremadura,No
06031,Carmonita,0,0,06,Badajoz,11,Extremadura,No
06033,Casas de Don Pedro,0,0,06,Badajoz,11,Extremadura,No
06035,Castilblanco,0,0,06,Badajoz,11,Extremadura,No
06037,"Codosera, La",5,34,06,Badajoz,11,Extremadura,No
06039,"Coronada, La",0,0,06,Badajoz,11,Extremadura,No
06041,Cristina,0,0,06,Badajoz,11,Extremadura,No
06042,Cheles,0,0,06,Badajoz,11,Extremadura,No
06043,Don Álvaro,1,16,06,Badajoz,11,Extremadura,No
06045,Entrín Bajo,0,0,06,Badajoz,11,Extremadura,No
06048,Esparragosa de Lares,0,0,06,Badajoz,11,Extremadura,No
06049,Feria,1,4,06,Badajoz,11,Extremadura,No
06051,Fuenlabrada de los Montes,0,0,06,Badajoz,11,Extremadura,No
06053,Fuente del Arco,0,0,06,Badajoz,11,Extremadura,No
06055,Fuentes de León,2,12,06,Badajoz,11,Extremadura,No
06056,Garbayuela,1,4,06,Badajoz,11,Extremadura,No
06057,Garlitos,0,0,06,Badajoz,11,Extremadura,No
06059,Granja de Torrehermosa,1,6,06,Badajoz,11,Extremadura,No
06070,Jerez de los Caballeros,7,48,06,Badajoz,11,Extremadura,No
06902,Pueblonuevo del Guadiana,0,0,06,Badajoz,11,Extremadura,No
10051,Casares de las Hurdes,5,19,10,Cáceres,11,Extremadura,No
10053,Casas de Don Gómez,0,0,10,Cáceres,11,Extremadura,No
10055,Casas del Monte,9,45,10,Cáceres,11,Extremadura,No
10057,Casas de Miravete,0,0,10,Cáceres,11,Extremadura,No
10060,Castañar de Ibor,0,0,10,Cáceres,11,Extremadura,No
10063,Cerezo,1,4,10,Cáceres,11,Extremadura,No
10065,Collado de la Vera,0,0,10,Cáceres,11,Extremadura,No
10066,Conquista de la Sierra,0,0,10,Cáceres,11,Extremadura,No
10070,Deleitosa,3,11,10,Cáceres,11,Extremadura,No
10072,Eljas,0,0,10,Cáceres,11,Extremadura,No
10075,Fresnedoso de Ibor,0,0,10,Cáceres,11,Extremadura,No
10078,"Garganta, La",0,0,10,Cáceres,11,Extremadura,No
10080,Gargantilla,1,2,10,Cáceres,11,Extremadura,No
10082,Garrovillas de Alconétar,2,8,10,Cáceres,11,Extremadura,No
10087,Guadalupe,9,62,10,Cáceres,11,Extremadura,No
10088,Guijo de Coria,0,0,10,Cáceres,11,Extremadura,No
10090,Guijo de Granadilla,4,19,10,Cáceres,11,Extremadura,No
10092,Herguijuela,0,0,10,Cáceres,11,Extremadura,No
10094,Herrera de Alcántara,0,0,10,Cáceres,11,Extremadura,No
10098,Hinojal,0,0,10,Cáceres,11,Extremadura,No
10101,Huélaga,0,0,10,Cáceres,11,Extremadura,No
10102,Ibahernando,0,0,10,Cáceres,11,Extremadura,No
10169,Santiago de Alcántara,0,0,10,Cáceres,11,Extremadura,No
10172,Santibáñez el Bajo,0,0,10,Cáceres,11,Extremadura,No
10174,Segura de Toro,9,44,10,Cáceres,11,Extremadura,No
10177,Sierra de Fuentes,4,15,10,Cáceres,11,Extremadura,No
10179,Talaveruela de la Vera,0,0,10,Cáceres,11,Extremadura,No
10184,"Torno, El",11,57,10,Cáceres,11,Extremadura,No
10185,Torrecilla de los Ángeles,0,0,10,Cáceres,11,Extremadura,No
10187,Torre de Don Miguel,1,4,10,Cáceres,11,Extremadura,No
10190,Torrejón el Rubio,11,41,10,Cáceres,11,Extremadura,No
10193,Torreorgaz,0,0,10,Cáceres,11,Extremadura,No
10195,Trujillo,38,178,10,Cáceres,11,Extremadura,No
10196,Valdastillas,0,0,10,Cáceres,11,Extremadura,No
10198,Valdefuentes,2,14,10,Cáceres,11,Extremadura,No
10200,Valdelacasa de Tajo,1,4,10,Cáceres,11,Extremadura,No
10203,Valencia de Alcántara,14,74,10,Cáceres,11,Extremadura,No
10205,Valverde del Fresno,2,10,10,Cáceres,11,Extremadura,No
10207,Villa del Campo,0,0,10,Cáceres,11,Extremadura,No
10210,Villamiel,8,55,10,Cáceres,11,Extremadura,No
10211,Villanueva de la Sierra,1,6,10,Cáceres,11,Extremadura,No
10214,Villar de Plasencia,4,9,10,Cáceres,11,Extremadura,No
10216,Zarza de Granadilla,10,52,10,Cáceres,11,Extremadura,No
10218,Zarza la Mayor,10,39,10,Cáceres,11,Extremadura,No
10004,Acehúche,0,0,10,Cáceres,11,Extremadura,No
10006,Ahigal,0,0,10,Cáceres,11,Extremadura,No
10007,Albalá,0,0,10,Cáceres,11,Extremadura,No
10011,Aldeacentenera,2,18,10,Cáceres,11,Extremadura,No
10013,"Aldea del Obispo, La",0,0,10,Cáceres,11,Extremadura,No
10015,Aldeanueva del Camino,0,0,10,Cáceres,11,Extremadura,No
10018,Aliseda,1,5,10,Cáceres,11,Extremadura,No
10020,Almoharín,5,28,10,Cáceres,11,Extremadura,No
10022,Arroyomolinos de la Vera,0,0,10,Cáceres,11,Extremadura,No
10024,Baños de Montemayor,10,39,10,Cáceres,11,Extremadura,No
10027,Benquerencia,0,0,10,Cáceres,11,Extremadura,No
10030,Bohonal de Ibor,0,0,10,Cáceres,11,Extremadura,No
10033,Cabañas del Castillo,1,8,10,Cáceres,11,Extremadura,No
10035,Cabezuela del Valle,18,92,10,Cáceres,11,Extremadura,No
10039,Cadalso,0,0,10,Cáceres,11,Extremadura,No
10041,Caminomorisco,4,20,10,Cáceres,11,Extremadura,No
